1.0	0.0	1.0	0.0	0.0
1.0	0.0	1.0	0.05	0.05
1.0	0.0	1.0	0.1	0.1
1.0	0.0	1.0	0.15	0.15
1.0	0.0	1.0	0.2	0.2
1.0	0.0	1.0	0.25	0.25
1.0	0.0	1.0	0.3	0.3
1.0	0.0	1.0	0.35	0.35
1.0	0.0	1.0	0.4	0.4
1.0	0.0	1.0	0.45	0.45
1.0	0.0	1.0	0.5	0.5
1.0	0.0	1.0	0.55	0.55
1.0	0.0	1.0	0.6	0.6
1.0	0.0	1.0	0.65	0.65
1.0	0.0	1.0	0.7	0.7
1.0	0.0	1.0	0.75	0.75
1.0	0.0	1.0	0.8	0.8
1.0	0.0	1.0	0.85	0.85
1.0	0.0	1.0	0.9	0.9
1.0	0.0	1.0	0.95	0.95
1.0	0.0	1.0	1.0	1.0
2.0	0.0	1.0	0.0	0.0
2.0	0.0	1.0	0.05	0.1
2.0	0.0	1.0	0.1	0.2
2.0	0.0	1.0	0.15	0.3
2.0	0.0	1.0	0.2	0.4
2.0	0.0	1.0	0.25	0.5
2.0	0.0	1.0	0.3	0.6
2.0	0.0	1.0	0.35	0.7
2.0	0.0	1.0	0.4	0.8
2.0	0.0	1.0	0.45	0.9
2.0	0.0	1.0	0.5	1.0
2.0	0.0	1.0	0.55	1.0
2.0	0.0	1.0	0.6	1.0
2.0	0.0	1.0	0.65	1.0
2.0	0.0	1.0	0.7	1.0
2.0	0.0	1.0	0.75	1.0
2.0	0.0	1.0	0.8	1.0
2.0	0.0	1.0	0.85	1.0
2.0	0.0	1.0	0.9	1.0
2.0	0.0	1.0	0.95	1.0
2.0	0.0	1.0	1.0	1.0
2.5	0.0	1.0	0.0	0.0
2.5	0.0	1.0	0.05	0.125
2.5	0.0	1.0	0.1	0.25
2.5	0.0	1.0	0.15	0.375
2.5	0.0	1.0	0.2	0.5
2.5	0.0	1.0	0.25	0.625
2.5	0.0	1.0	0.3	0.75
2.5	0.0	1.0	0.35	0.875
2.5	0.0	1.0	0.4	1.0
2.5	0.0	1.0	0.45	1.0
2.5	0.0	1.0	0.5	1.0
2.5	0.0	1.0	0.55	1.0
2.5	0.0	1.0	0.6	1.0
