0.0	1.0	0.0	0.0
0.0	1.0	0.05	0.05
0.0	1.0	0.1	0.1
0.0	1.0	0.15	0.15
0.0	1.0	0.2	0.2
0.0	1.0	0.25	0.25
0.0	1.0	0.3	0.3
0.0	1.0	0.35	0.35
0.0	1.0	0.4	0.4
0.0	1.0	0.45	0.45
0.0	1.0	0.5	0.5
0.0	1.0	0.55	0.55
0.0	1.0	0.6	0.6
0.0	1.0	0.65	0.65
0.0	1.0	0.7	0.7
0.0	1.0	0.75	0.75
0.0	1.0	0.8	0.8
0.0	1.0	0.85	0.85
0.0	1.0	0.9	0.9
0.0	1.0	0.95	0.95
0.0	1.0	1.0	1.0
0.0	1.0,1.0	0.0	0.0,0.0
0.0	1.0,1.0	0.05	0.05,0.05
0.0	1.0,1.0	0.1	0.1,0.1
0.0	1.0,1.0	0.15	0.15,0.15
0.0	1.0,1.0	0.2	0.2,0.2
0.0	1.0,1.0	0.25	0.25,0.25
0.0	1.0,1.0	0.3	0.3,0.3
0.0	1.0,1.0	0.35	0.35,0.35
0.0	1.0,1.0	0.4	0.4,0.4
0.0	1.0,1.0	0.45	0.45,0.45
0.0	1.0,1.0	0.5	0.5,0.5
0.0	1.0,1.0	0.55	0.55,0.55
0.0	1.0,1.0	0.6	0.6,0.6
0.0	1.0,1.0	0.65	0.65,0.65
0.0	1.0,1.0	0.7	0.7,0.7
0.0	1.0,1.0	0.75	0.75,0.75
0.0	1.0,1.0	0.8	0.8,0.8
0.0	1.0,1.0	0.85	0.85,0.85
0.0	1.0,1.0	0.9	0.9,0.9
0.0	1.0,1.0	0.95	0.95,0.95
0.0	1.0,1.0	1.0	1.0,1.0
0.0	1.0,1.0,1.0	0.0	0.0,0.0,0.0
0.0	1.0,1.0,1.0	0.05	0.05,0.05,0.05
0.0	1.0,1.0,1.0	0.1	0.1,0.1,0.1
0.0	1.0,1.0,1.0	0.15	0.15,0.15,0.15
0.0	1.0,1.0,1.0	0.2	0.2,0.2,0.2
0.0	1.0,1.0,1.0	0.25	0.25,0.25,0.25
0.0	1.0,1.0,1.0	0.3	0.3,0.3,0.3
0.0	1.0,1.0,1.0	0.35	0.35,0.35,0.35
0.0	1.0,1.0,1.0	0.4	0.4,0.4,0.4
0.0	1.0,1.0,1.0	0.45	0.45,0.45,0.45
0.0	1.0,1.0,1.0	0.5	0.5,0.5,0.5
0.0	1.0,1.0,1.0	0.55	0.55,0.55,0.55
0.0	1.0,1.0,1.0	0.6	0.6,0.6,0.6
0.0	1.0,1.0,1.0	0.65	0.65,0.65,0.65
0.0	1.0,1.0,1.0	0.7	0.7,0.7,0.7
0.0	1.0,1.0,1.0	0.75	0.75,0.75,0.75
0.0	1.0,1.0,1.0	0.8	0.8,0.8,0.8
0.0	1.0,1.0,1.0	0.85	0.85,0.85,0.85
0.0	1.0,1.0,1.0	0.9	0.9,0.9,0.9
0.0	1.0,1.0,1.0	0.95	0.95,0.95,0.95
0.0	1.0,1.0,1.0	1.0	1.0,1.0,1.0
0.0	3.0,1.0	0.0	0.0,0.0
0.0	3.0,1.0	0.05	0.05000000000000001,0.15000000000000002
0.0	3.0,1.0	0.1	0.10000000000000002,0.30000000000000004
0.0	3.0,1.0	0.15	0.15,0.44999999999999996
0.0	3.0,1.0	0.2	0.20000000000000004,0.6000000000000001
0.0	3.0,1.0	0.25	0.25,0.75
0.0	3.0,1.0	0.3	0.3,0.8999999999999999
0.0	3.0,1.0	0.35	0.3499999999999999,1.0
0.0	3.0,1.0	0.4	0.4000000000000001,1.0
0.0	3.0,1.0	0.45	0.45,1.0
0.0	3.0,1.0	0.5	0.5,1.0
0.0	3.0,1.0	0.55	0.55,1.0
0.0	3.0,1.0	0.6	0.6,1.0
0.0	3.0,1.0	0.65	0.65,1.0
0.0	3.0,1.0	0.7	0.6999999999999998,1.0
0.0	3.0,1.0	0.75	0.75,1.0
0.0	3.0,1.0	0.8	0.8000000000000002,1.0
0.0	3.0,1.0	0.85	0.85,1.0
0.0	3.0,1.0	0.9	0.9,1.0
0.0	3.0,1.0	0.95	0.9499999999999998,1.0
0.0	3.0,1.0	1.0	1.0,1.0
0.0	0.5,2.0,1.25	0.0	0.0,0.0,0.0
0.0	0.5,2.0,1.25	0.05	0.2,0.05,0.08
0.0	0.5,2.0,1.25	0.1	0.4,0.1,0.16
0.0	0.5,2.0,1.25	0.15	0.6,0.15,0.24
0.0	0.5,2.0,1.25	0.2	0.8,0.2,0.32
0.0	0.5,2.0,1.25	0.25	1.0,0.25,0.4
0.0	0.5,2.0,1.25	0.3	1.0,0.3,0.48
0.0	0.5,2.0,1.25	0.35	1.0,0.35,0.5599999999999999
0.0	0.5,2.0,1.25	0.4	1.0,0.4,0.64
0.0	0.5,2.0,1.25	0.45	1.0,0.45,0.72
0.0	0.5,2.0,1.25	0.5	1.0,0.5,0.8
0.0	0.5,2.0,1.25	0.55	1.0,0.55,0.8800000000000001
0.0	0.5,2.0,1.25	0.6	1.0,0.6,0.96
0.0	0.5,2.0,1.25	0.65	1.0,0.65,1.0
0.0	0.5,2.0,1.25	0.7	1.0,0.7,1.0
0.0	0.5,2.0,1.25	0.75	1.0,0.75,1.0
0.0	0.5,2.0,1.25	0.8	1.0,0.8,1.0
0.0	0.5,2.0,1.25	0.85	1.0,0.85,1.0
0.0	0.5,2.0,1.25	0.9	1.0,0.9,1.0
0.0	0.5,2.0,1.25	0.95	1.0,0.95,1.0
0.0	0.5,2.0,1.25	1.0	1.0,1.0,1.0
0.0	2.0,0.0,1.0	0.0	0.0,0.0,0.0
0.0	2.0,0.0,1.0	0.05	0.05,0.0,0.1
0.0	2.0,0.0,1.0	0.1	0.1,0.0,0.2
0.0	2.0,0.0,1.0	0.15	0.15,0.0,0.3
0.0	2.0,0.0,1.0	0.2	0.2,0.0,0.4
0.0	2.0,0.0,1.0	0.25	0.25,0.0,0.5
0.0	2.0,0.0,1.0	0.3	0.3,0.0,0.6
0.0	2.0,0.0,1.0	0.35	0.35,0.0,0.7
0.0	2.0,0.0,1.0	0.4	0.4,0.0,0.8
0.0	2.0,0.0,1.0	0.45	0.45,0.0,0.9
0.0	2.0,0.0,1.0	0.5	0.5,0.0,1.0
0.0	2.0,0.0,1.0	0.55	0.55,0.0,1.0
0.0	2.0,0.0,1.0	0.6	0.6,0.0,1.0
0.0	2.0,0.0,1.0	0.65	0.65,0.0,1.0
0.0	2.0,0.0,1.0	0.7	0.7,0.0,1.0
0.0	2.0,0.0,1.0	0.75	0.75,0.0,1.0
0.0	2.0,0.0,1.0	0.8	0.8,0.0,1.0
0.0	2.0,0.0,1.0	0.85	0.85,0.0,1.0
0.0	2.0,0.0,1.0	0.9	0.9,0.0,1.0
0.0	2.0,0.0,1.0	0.95	0.95,0.0,1.0
0.0	2.0,0.0,1.0	1.0	1.0,0.0,1.0
0.0	1.0,1.0,1.0,1.0,1.0	0.0	0.0,0.0,0.0,0.0,0.0
0.0	1.0,1.0,1.0,1.0,1.0	0.05	0.05,0.05,0.05,0.05,0.05
0.0	1.0,1.0,1.0,1.0,1.0	0.1	0.1,0.1,0.1,0.1,0.1
0.0	1.0,1.0,1.0,1.0,1.0	0.15	0.15,0.15,0.15,0.15,0.15
0.0	1.0,1.0,1.0,1.0,1.0	0.2	0.2,0.2,0.2,0.2,0.2
0.0	1.0,1.0,1.0,1.0,1.0	0.25	0.25,0.25,0.25,0.25,0.25
0.0	1.0,1.0,1.0,1.0,1.0	0.3	0.3,0.3,0.3,0.3,0.3
0.0	1.0,1.0,1.0,1.0,1.0	0.35	0.35,0.35,0.35,0.35,0.35
0.0	1.0,1.0,1.0,1.0,1.0	0.4	0.4,0.4,0.4,0.4,0.4
0.0	1.0,1.0,1.0,1.0,1.0	0.45	0.45,0.45,0.45,0.45,0.45
0.0	1.0,1.0,1.0,1.0,1.0	0.5	0.5,0.5,0.5,0.5,0.5
0.0	1.0,1.0,1.0,1.0,1.0	0.55	0.55,0.55,0.55,0.55,0.55
0.0	1.0,1.0,1.0,1.0,1.0	0.6	0.6,0.6,0.6,0.6,0.6
0.0	1.0,1.0,1.0,1.0,1.0	0.65	0.65,0.65,0.65,0.65,0.65
