1.0	0.0	0	0.0	0	0.0
1.0	0.05	0	0.05	0	0.05
1.0	0.1	0	0.1	0	0.1
1.0	0.15	0	0.15	0	0.15
1.0	0.2	0	0.2	0	0.2
1.0	0.25	0	0.25	0	0.25
1.0	0.3	0	0.3	0	0.3
1.0	0.35	0	0.35	0	0.35
1.0	0.4	0	0.4	0	0.4
1.0	0.45	0	0.45	0	0.45
1.0	0.5	0	0.5	0	0.5
1.0	0.55	0	0.55	0	0.55
1.0	0.6	0	0.6	0	0.6
1.0	0.65	0	0.65	0	0.65
1.0	0.7	0	0.7	0	0.7
1.0	0.75	0	0.75	0	0.75
1.0	0.8	0	0.8	0	0.8
1.0	0.85	0	0.85	0	0.85
1.0	0.9	0	0.9	0	0.9
1.0	0.95	0	0.95	0	0.95
1.0	1.0	0	1.0	0	1.0
1.0,1.0	0.0	0	0.0	0	0.0
1.0,1.0	0.05	0	0.1	0	0.1
1.0,1.0	0.1	0	0.2	0	0.2
1.0,1.0	0.15	0	0.3	0	0.3
1.0,1.0	0.2	0	0.4	0	0.4
1.0,1.0	0.25	0	0.5	0	0.5
1.0,1.0	0.3	0	0.6	0	0.6
1.0,1.0	0.35	0	0.7	0	0.7
1.0,1.0	0.4	0	0.8	0	0.8
1.0,1.0	0.45	0	0.9	0	0.9
1.0,1.0	0.5	1	0.0	1	0.0
1.0,1.0	0.55	1	0.10000000000000009	1	0.10000000000000009
1.0,1.0	0.6	1	0.19999999999999996	1	0.19999999999999996
1.0,1.0	0.65	1	0.30000000000000004	1	0.30000000000000004
1.0,1.0	0.7	1	0.3999999999999999	1	0.3999999999999999
1.0,1.0	0.75	1	0.5	1	0.5
1.0,1.0	0.8	1	0.6000000000000001	1	0.6000000000000001
1.0,1.0	0.85	1	0.7	1	0.7
1.0,1.0	0.9	1	0.8	1	0.8
1.0,1.0	0.95	1	0.8999999999999999	1	0.8999999999999999
1.0,1.0	1.0	1	1.0	1	1.0
1.0,1.0,1.0	0.0	0	0.0	0	0.0
1.0,1.0,1.0	0.05	0	0.15000000000000002	0	0.15000000000000002
1.0,1.0,1.0	0.1	0	0.30000000000000004	0	0.30000000000000004
1.0,1.0,1.0	0.15	0	0.44999999999999996	0	0.44999999999999996
1.0,1.0,1.0	0.2	0	0.6000000000000001	0	0.6000000000000001
1.0,1.0,1.0	0.25	0	0.75	0	0.75
1.0,1.0,1.0	0.3	0	0.8999999999999999	0	0.8999999999999999
1.0,1.0,1.0	0.35	1	0.04999999999999982	1	0.04999999999999982
1.0,1.0,1.0	0.4	1	0.20000000000000018	1	0.20000000000000018
1.0,1.0,1.0	0.45	1	0.3500000000000001	1	0.3500000000000001
1.0,1.0,1.0	0.5	1	0.5	1	0.5
1.0,1.0,1.0	0.55	1	0.6500000000000001	1	0.6500000000000001
1.0,1.0,1.0	0.6	1	0.7999999999999998	1	0.7999999999999998
1.0,1.0,1.0	0.65	1	0.9500000000000002	1	0.9500000000000002
1.0,1.0,1.0	0.7	2	0.09999999999999964	2	0.09999999999999964
1.0,1.0,1.0	0.75	2	0.25	2	0.25
1.0,1.0,1.0	0.8	2	0.40000000000000036	2	0.40000000000000036
1.0,1.0,1.0	0.85	2	0.5499999999999998	2	0.5499999999999998
1.0,1.0,1.0	0.9	2	0.7000000000000002	2	0.7000000000000002
1.0,1.0,1.0	0.95	2	0.8499999999999996	2	0.8499999999999996
1.0,1.0,1.0	1.0	2	1.0	2	1.0
3.0,1.0	0.0	0	0.0	0	0.0
3.0,1.0	0.05	0	0.1	0	0.06666666666666667
3.0,1.0	0.1	0	0.2	0	0.13333333333333333
3.0,1.0	0.15	0	0.3	0	0.19999999999999998
3.0,1.0	0.2	0	0.4	0	0.26666666666666666
3.0,1.0	0.25	0	0.5	0	0.3333333333333333
3.0,1.0	0.3	0	0.6	0	0.39999999999999997
3.0,1.0	0.35	0	0.7	0	0.4666666666666666
3.0,1.0	0.4	0	0.8	0	0.5333333333333333
3.0,1.0	0.45	0	0.9	0	0.6
3.0,1.0	0.5	1	0.0	0	0.6666666666666666
3.0,1.0	0.55	1	0.10000000000000009	0	0.7333333333333334
3.0,1.0	0.6	1	0.19999999999999996	0	0.7999999999999999
3.0,1.0	0.65	1	0.30000000000000004	0	0.8666666666666667
3.0,1.0	0.7	1	0.3999999999999999	0	0.9333333333333332
3.0,1.0	0.75	1	0.5	1	0.0
3.0,1.0	0.8	1	0.6000000000000001	1	0.20000000000000018
3.0,1.0	0.85	1	0.7	1	0.3999999999999999
3.0,1.0	0.9	1	0.8	1	0.6000000000000001
3.0,1.0	0.95	1	0.8999999999999999	1	0.7999999999999998
3.0,1.0	1.0	1	1.0	1	1.0
0.5,2.0,1.25	0.0	0	0.0	0	0.0
0.5,2.0,1.25	0.05	0	0.15000000000000002	0	0.375
0.5,2.0,1.25	0.1	0	0.30000000000000004	0	0.75
0.5,2.0,1.25	0.15	0	0.44999999999999996	1	0.03125
0.5,2.0,1.25	0.2	0	0.6000000000000001	1	0.125
0.5,2.0,1.25	0.25	0	0.75	1	0.21875
0.5,2.0,1.25	0.3	0	0.8999999999999999	1	0.3125
0.5,2.0,1.25	0.35	1	0.04999999999999982	1	0.40625
0.5,2.0,1.25	0.4	1	0.20000000000000018	1	0.5
0.5,2.0,1.25	0.45	1	0.3500000000000001	1	0.59375
0.5,2.0,1.25	0.5	1	0.5	1	0.6875
0.5,2.0,1.25	0.55	1	0.6500000000000001	1	0.78125
0.5,2.0,1.25	0.6	1	0.7999999999999998	1	0.875
0.5,2.0,1.25	0.65	1	0.9500000000000002	1	0.96875
0.5,2.0,1.25	0.7	2	0.09999999999999964	2	0.1
0.5,2.0,1.25	0.75	2	0.25	2	0.25
0.5,2.0,1.25	0.8	2	0.40000000000000036	2	0.4
