# fmn-core color-operation parity fixture
# generated from 3b1b/manim @ 6199a00d4c1b1127ebe45cb629c3f22538b10e13
interp	blue_e	teal_c	0.0	0.10980392156862745	0.4588235294117647	0.5411764705882353
interp	blue_e	teal_c	0.125	0.16376951386526353	0.5170804236790398	0.5637877203503454
interp	blue_e	teal_c	0.3	0.21792069003058515	0.5890386670893625	0.5939992116469006
interp	blue_e	teal_c	0.5	0.26666666666666666	0.661763979665542	0.6267459274030744
interp	blue_e	teal_c	0.7	0.3077869312995856	0.7272527609016955	0.6578646149440933
interp	blue_e	teal_c	0.875	0.33970835808168964	0.7800583087266338	0.6839329802070085
interp	blue_e	teal_c	1.0	0.3607843137254902	0.8156862745098039	0.7019607843137254
interp	blue_d	teal_b	0.0	0.1607843137254902	0.6705882352941176	0.792156862745098
interp	blue_d	teal_b	0.125	0.22223135313805334	0.6981163209232455	0.7873617244938953
interp	blue_d	teal_b	0.3	0.2869425458274196	0.7349253977471104	0.7805990463761683
interp	blue_d	teal_b	0.5	0.34639906271488397	0.7748547258764026	0.7727978100444739
interp	blue_d	teal_b	0.7	0.3970498667593019	0.8128249209837513	0.7649170145941887
interp	blue_d	teal_b	0.875	0.43657513326108033	0.8446498060655565	0.7579541049569352
interp	blue_d	teal_b	1.0	0.4627450980392157	0.8666666666666667	0.7529411764705882
interp	blue_c	teal_a	0.0	0.34509803921568627	0.7686274509803922	0.8666666666666667
interp	blue_c	teal_a	0.125	0.40134338045492485	0.7887960155651603	0.8637605432338722
interp	blue_c	teal_a	0.3	0.46888580949443526	0.8161951655398805	0.8596754660677842
interp	blue_c	teal_a	0.5	0.5357500033862922	0.8464231456452763	0.8549829067632654
interp	blue_c	teal_a	0.7	0.5951489140640118	0.8756082084570794	0.8502644498953623
interp	blue_c	teal_a	0.875	0.6426349066319366	0.900369440172542	0.8461142154975598
interp	blue_c	teal_a	1.0	0.6745098039215687	0.9176470588235294	0.8431372549019608
interp	blue_b	green_e	0.0	0.611764705882353	0.8627450980392157	0.9215686274509803
interp	blue_b	green_e	0.125	0.5904810073738225	0.8355058187034212	0.8695133357138559
interp	blue_b	green_e	0.3	0.5593248525297615	0.7958059999412443	0.7909007707794518
interp	blue_b	green_e	0.5	0.5214432991101249	0.7478586629684842	0.6901793669991124
interp	blue_b	green_e	0.7	0.48058499530911597	0.6966189561098192	0.5719887132129973
interp	blue_b	green_e	0.875	0.4417447320619662	0.6484714230147259	0.44344297973736657
interp	blue_b	green_e	1.0	0.4117647058823529	0.611764705882353	0.3215686274509804
interp	blue_a	green_d	0.0	0.7803921568627451	0.9137254901960784	0.9450980392156862
interp	blue_a	green_d	0.125	0.7484034011838125	0.8888637779997909	0.8934121743859453
interp	blue_a	green_d	0.3	0.7011716453753349	0.8528406521786225	0.815567487579897
